"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"2020F","TX","MGTPV"," 175.9"," 185.5"," 192"," 206.4"," 285.7"," 319.9"," 346.5"," 376.4"," 383.3"," 488.5"," 614.1"," 692.7"," 642"," 568.1"," 559"," 582.7"," 429.9"," 466.4"," 481.7"," 503.5"," 579.7"," 545.4"," 537.2"," 534.3"," 553.4"," 544.7"," 593.4"," 565.5"," 502.7"," 547.1"," 704.4"," 671.7"," 663.9"," 739.9"," 893.1"," 1108.6"," 1265.5"," 1366.4"," 1541.8"," 1079.3"," 1280.4"," 1584.6"," 1598.3"," 1578.7"," 1538.3"," 1106.6"," 997.8"," 1127.6"," 1249.4"," 1158.9"," 799.6"
"2020F","TX","MGTXD"," 2.66"," 2.73"," 2.7"," 2.79"," 3.98"," 4.36"," 4.56"," 4.85"," 4.88"," 6.59"," 9.26"," 10.5"," 9.83"," 8.74"," 8.66"," 8.79"," 6.47"," 7.19"," 7.32"," 7.92"," 9.16"," 9.09"," 9.05"," 8.97"," 9.01"," 9.3"," 9.73"," 9.53"," 8.23"," 8.9"," 11.35"," 10.73"," 10.32"," 11.64"," 13.96"," 17.47"," 19.98"," 21.79"," 25.47"," 18.22"," 21.71"," 27.68"," 28.15"," 27.37"," 26.06"," 18.27"," 16.3"," 18.56"," 20.44"," 19.07"," 15.37"
"2020F","TX","MGTXV"," 1976"," 2134.9"," 2258.3"," 2481"," 3505.5"," 4020.6"," 4471.7"," 4966.1"," 5175.1"," 6783.8"," 8805.7"," 10214.6"," 9842.7"," 8948.5"," 8948.2"," 9481.7"," 7118.8"," 7753.1"," 8028.3"," 8462.4"," 9887.8"," 9488.4"," 9541.4"," 9703.6"," 10272.7"," 10326.5"," 11476.1"," 11162.7"," 10133.7"," 11246.6"," 14752.3"," 14320.3"," 14400.2"," 16301.3"," 19999.4"," 25251.9"," 29561.4"," 32564.1"," 37479.4"," 26767.8"," 32319"," 40637"," 41690.1"," 41803.7"," 41476.7"," 30396.6"," 27851.5"," 31902.2"," 35763.7"," 33594"," 23363.7"
"2020F","TX","MSICD"," 1.12"," 1.18"," 1.18"," 1.37"," 2.99"," 3.85"," 4.55"," 4.99"," 5.2"," 7.4"," 7.57"," 9.51"," 8.6"," 7.82"," 7.72"," 9.17"," 4.99"," 6.14"," 5.03"," 6.16"," 7.13"," 6.12"," 5.91"," 5.27"," 5"," 5.53"," 6.65"," 6.11"," 4.02"," 5.62"," 9.07"," 7.36"," 7.73"," 9.16"," 11.87"," 16.12"," 19.33"," 21.8"," 30.4"," 19.03"," 24.61"," 32.69"," 32.39"," 32.25"," 29.53"," 15.53"," 13.05"," 16.26"," 20.66"," 19.05"," 12.76"
"2020F","TX","MSICV"," 31"," 37.9"," 38.6"," 55.4"," 155.2"," 269.5"," 515.3"," 640.1"," 580.1"," 763.5"," 741.1"," 822.1"," 651.7"," 531.4"," 450.6"," 539"," 250.5"," 309.4"," 307.6"," 346.6"," 360.7"," 354.4"," 224.6"," 189.3"," 201"," 203.9"," 247.2"," 249.5"," 199.7"," 262.7"," 451.6"," 376.6"," 424.8"," 472"," 551"," 744.3"," 1348.6"," 1492.4"," 2214.5"," 1481.4"," 2003"," 2761.9"," 2683.9"," 2331.9"," 2279.9"," 1239.5"," 1054.8"," 1654.1"," 2092.3"," 1756.2"," 1113.7"
"2020F","TX","NGACD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 2.96"," 5.28"," 4.32"," 4.89"," 3.27"," 2.76"," 3.22"," 3.08"," 1.69"," 3.05"," 3.84"," 7.76"," 5.49"," 7.86"," 8.32"," 10.23"," 9.82"," 9.51"," 11.23"," 4.76"," 5.21"," 6.84"," 9.86"," 16.1"," 13.65"," 11.13"," 9.93"," 13.31"," 12.75"," 12.83"," 11.62"
"2020F","TX","NGACV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .8"," 1.1"," .8"," 1"," 1.5"," .8"," 1.4"," 3"," 4.2"," 13.6"," 10.3"," 17.9"," 21.3"," 19.1"," 18.8"," 18.2"," 22.7"," 10.6"," 12.6"," 15.5"," 22.4"," 49.6"," 58.7"," 50.6"," 39.6"," 25.2"," 23.4"," 20.9"," 13.1"
"2020F","TX","NGASB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 10"," 2"," 184"," 226"," 245"," 348"," 458"," 251"," 840"," 994"," 1090"," 1756"," 1871"," 2277"," 2562"," 1862"," 1915"," 1917"," 2018"," 2235"," 2411"," 2265"," 2270"," 3078"," 4303"," 4545"," 3991"," 1894"," 1835"," 1628"," 1129"
"2020F","TX","NGCCD"," .44"," .48"," .51"," .54"," .69"," 1.02"," 1.38"," 1.75"," 2.14"," 2.76"," 2.9"," 3.56"," 4.35"," 4.89"," 4.88"," 4.7"," 4"," 4.09"," 4.03"," 3.95"," 3.97"," 3.86"," 3.89"," 4.33"," 4.15"," 3.93"," 4.12"," 4.77"," 4.23"," 4.26"," 5.49"," 6.33"," 5.31"," 7.38"," 8.11"," 10.19"," 9.99"," 9.52"," 10.96"," 7.95"," 7.65"," 6.88"," 6.45"," 7.08"," 7.99"," 6.68"," 6.69"," 7.5"," 6.37"," 6.02"," 6.37"
"2020F","TX","NGCCV"," 66.3"," 70.6"," 74"," 86.1"," 95.2"," 122.6"," 192.6"," 285.1"," 371"," 665"," 504.3"," 578.6"," 849.9"," 794.7"," 840.5"," 741.3"," 613"," 666.7"," 734.8"," 750.8"," 713.6"," 725.9"," 755.1"," 783.8"," 780.2"," 857.6"," 761.7"," 1062.2"," 753.1"," 759"," 1079.9"," 1113.6"," 1242.2"," 1658.9"," 1612.7"," 1674.9"," 1510.5"," 1575.5"," 1880.2"," 1363.6"," 1491.5"," 1304.2"," 1069.3"," 1260.1"," 1527.3"," 1217.1"," 1132.1"," 1270.5"," 1402.8"," 1224"," 1124.9"
"2020F","TX","NGEID"," .24"," .28"," .28"," .27"," .45"," .76"," 1.02"," 1.22"," 1.38"," 1.59"," 1.84"," 2.46"," 3.14"," 3.17"," 3.18"," 3.15"," 2.27"," 2.06"," 2.09"," 2.15"," 2.1"," 1.97"," 2.2"," 2.41"," 2.15"," 1.89"," 2.46"," 2.63"," 2.25"," 2.46"," 4.16"," 4.21"," 3.35"," 5.36"," 5.77"," 7.9"," 6.39"," 6.62"," 8.71"," 3.88"," 4.57"," 4.27"," 2.93"," 3.85"," 4.5"," 2.79"," 2.59"," 3.09"," 3.08"," 2.34"," 2.07"
"2020F","TX","NGEIV"," 266.5"," 334"," 370"," 350.9"," 606.2"," 1050"," 1426.5"," 1864.8"," 2122.9"," 2304"," 2727.1"," 3485.1"," 4170.9"," 3869.8"," 4138.1"," 3907"," 2600.4"," 2241.5"," 2253.8"," 2548.1"," 2467.8"," 2303.3"," 2490.1"," 2993.5"," 2619.3"," 2337.9"," 3033.5"," 3317.6"," 3318.8"," 3628.7"," 6693"," 6530.2"," 5286.5"," 7952.6"," 8227"," 11906.1"," 9587"," 9976"," 12830.8"," 5494.2"," 6284.7"," 6341.3"," 4535.7"," 5605"," 6584.1"," 4676.6"," 4096"," 4358.1"," 5211"," 4271.4"," 3668.8"
"2020F","TX","NGICD"," .2"," .24"," .25"," .3"," .51"," .92"," 1.27"," 1.23"," 1.86"," 1.84"," 2.24"," 2.81"," 3.3"," 3.34"," 3.68"," 3.07"," 2.36"," 1.98"," 2.11"," 2.15"," 2.09"," 1.86"," 2.02"," 2.44"," 2.11"," 1.81"," 2.49"," 2.72"," 2.22"," 2.47"," 3.97"," 4.36"," 3.29"," 5.21"," 5.73"," 7.41"," 6.52"," 6.59"," 8.73"," 3.95"," 4.46"," 4.1"," 2.94"," 3.83"," 4.56"," 2.79"," 2.57"," 3.19"," 3.33"," 2.81"," 2.26"
"2020F","TX","NGICV"," 258.3"," 340.8"," 328.2"," 448.3"," 677.5"," 834.9"," 1194.9"," 1201.2"," 1987.1"," 1589.8"," 2840.6"," 3928.9"," 3561.9"," 3665.9"," 4368.8"," 3940.8"," 2775"," 2507.9"," 3131.1"," 3476.9"," 3188.7"," 2915.7"," 3112.5"," 3873.3"," 3301"," 2991.1"," 4669.2"," 4908.2"," 3827"," 4013.2"," 7398.4"," 7713.9"," 5785.2"," 8624.4"," 9355.9"," 8588.1"," 7240.9"," 7502"," 10061.6"," 4036.9"," 5522.4"," 5197.6"," 3845.5"," 4931.9"," 6202"," 3871.1"," 3633"," 4574.9"," 5277.4"," 4309"," 3451"
"2020F","TX","NGISB"," 1263155"," 1417131"," 1298786"," 1475203"," 1318823"," 907777"," 937611"," 972691"," 1067913"," 863265"," 1269587"," 1396858"," 1079601"," 1096488"," 1187661"," 1283996"," 1175793"," 1268985"," 1487072"," 1613533"," 1524339"," 1571196"," 1541693"," 1586951"," 1564607"," 1649583"," 1876123"," 1805673"," 1724188"," 1626740"," 1864821"," 1770559"," 1757984"," 1655684"," 1631963"," 1158556"," 1110744"," 1138904"," 1152808"," 1021394"," 1237398"," 1269157"," 1309666"," 1289116"," 1361427"," 1386788"," 1412108"," 1434454"," 1586583"," 1535166"," 1528648"
"2020F","TX","NGLPB"," 790277"," 805962"," 825413"," 853000"," 843091"," 785741"," 750910"," 752614"," 777118"," 738656"," 553325"," 522038"," 358765"," 317533"," 339565"," 319789"," 315161"," 370825"," 331711"," 303519"," 411238"," 309134"," 308558"," 304836"," 311006"," 347663"," 342665"," 310881"," 346657"," 291852"," 296342"," 292615"," 276855"," 275383"," 287302"," 294626"," 309612"," 323223"," 335209"," 346467"," 334949"," 325470"," 357950"," 399031"," 416395"," 432033"," 429834"," 422862"," 440261"," 503048"," 499225"
"2020F","TX","NGPZB"," 98827"," 101766"," 107410"," 107727"," 96771"," 84557"," 74027"," 68353"," 77089"," 80167"," 108060"," 105138"," 105971"," 109172"," 112169"," 95638"," 85241"," 84404"," 111839"," 111427"," 110516"," 85245"," 84954"," 84507"," 99775"," 85342"," 78337"," 84586"," 69074"," 73051"," 64087"," 71247"," 91925"," 57826"," 57304"," 83536"," 87499"," 92020"," 112399"," 120118"," 82449"," 87945"," 142378"," 301565"," 104732"," 87873"," 88096"," 86871"," 121288"," 178279"," 194962"
"2020F","TX","NGRCD"," .9"," .97"," .99"," 1.01"," 1.13"," 1.48"," 1.93"," 2.33"," 2.66"," 3.12"," 3.31"," 4.06"," 5.05"," 5.39"," 5.6"," 5.55"," 5.09"," 5"," 5.16"," 5.34"," 5.54"," 5.49"," 5.5"," 5.74"," 5.74"," 5.68"," 5.68"," 6.14"," 5.87"," 5.87"," 7.17"," 8.69"," 7.06"," 8.96"," 10.06"," 12.14"," 12.77"," 11.69"," 13.39"," 10.92"," 10.47"," 9.93"," 10.26"," 10.25"," 10.79"," 10.28"," 11.39"," 13.23"," 11.11"," 10.34"," 11.38"
"2020F","TX","NGRCV"," 213.8"," 235.7"," 244"," 250.9"," 260.4"," 353.8"," 468.2"," 645.8"," 750.6"," 1015.2"," 765.9"," 877.4"," 1153.8"," 1192.1"," 1340.4"," 1226.8"," 1032.8"," 1097.7"," 1127.5"," 1277.3"," 1216.5"," 1269.4"," 1239.8"," 1368.8"," 1278"," 1221.6"," 1349.8"," 1485.1"," 1228.6"," 1071.3"," 1434.2"," 1855.2"," 1530.5"," 1905.7"," 1985.9"," 2310.4"," 2179.2"," 2397.6"," 2650.3"," 2150.2"," 2450.2"," 2041.6"," 1793.3"," 2175.1"," 2617.2"," 2249.1"," 2056.6"," 2234"," 2592.7"," 2420.6"," 2378.1"
"2020F","TX","NGRFB"," 572838"," 568144"," 594227"," 611799"," 600778"," 530434"," 527057"," 493236"," 412711"," 429881"," 406748"," 230362"," 206218"," 209271"," 201796"," 195539"," 235020"," 241913"," 255433"," 245031"," 258569"," 272474"," 279129"," 285638"," 281797"," 283352"," 313142"," 305280"," 374191"," 308375"," 316208"," 307357"," 285817"," 264553"," 238250"," 220413"," 211964"," 192131"," 208913"," 206716"," 228159"," 236550"," 260706"," 292998"," 278104"," 275952"," 287210"," 291770"," 303626"," 311026"," 327067"
"2020F","TX","NGSCB"," 2741936"," 3006704"," 3004714"," 3173636"," 3043352"," 2646209"," 2722706"," 2940679"," 3062868"," 2882698"," 3157971"," 3194799"," 2832071"," 2699537"," 2902661"," 2903396"," 2677504"," 2738273"," 2966208"," 3226148"," 3097519"," 3157346"," 3095676"," 3250183"," 3192489"," 3321190"," 3534534"," 3530814"," 3588023"," 3464812"," 3873464"," 3713251"," 3789925"," 3579370"," 3456924"," 3022555"," 2935724"," 3019160"," 2996934"," 2807836"," 3044016"," 3150609"," 3203100"," 3137620"," 3261355"," 3467995"," 3345922"," 3186270"," 3731423"," 3802931"," 3688804"
"2020F","TX","NGTCD"," .29"," .33"," .34"," .36"," .54"," .89"," 1.21"," 1.36"," 1.71"," 1.93"," 2.17"," 2.78"," 3.44"," 3.53"," 3.68"," 3.38"," 2.62"," 2.38"," 2.44"," 2.5"," 2.45"," 2.28"," 2.45"," 2.78"," 2.5"," 2.23"," 2.78"," 3.05"," 2.54"," 2.73"," 4.29"," 4.64"," 3.66"," 5.63"," 6.13"," 8.11"," 7"," 7.11"," 9.16"," 4.65"," 5.18"," 4.73"," 3.52"," 4.47"," 5.21"," 3.48"," 3.27"," 3.91"," 3.89"," 3.22"," 2.88"
"2020F","TX","NGTCV"," 804.9"," 981.2"," 1016.2"," 1136.2"," 1639.4"," 2361.3"," 3282.2"," 3996.9"," 5231.6"," 5574"," 6838"," 8869.9"," 9736.5"," 9522.6"," 10687.9"," 9815.8"," 7021.2"," 6513.9"," 7247.2"," 8053.1"," 7586.7"," 7214.3"," 7598.4"," 9020.5"," 7979.3"," 7409.2"," 9815.6"," 10773.8"," 9128.9"," 9475.2"," 16609.7"," 17226.4"," 13854.8"," 20159.6"," 21202.8"," 24498.5"," 20536.4"," 21469.3"," 27445.6"," 13055.5"," 15761.4"," 14900.1"," 11266.1"," 14021.6"," 16989.4"," 12064.5"," 10957.3"," 12462.8"," 14507.3"," 12245.9"," 10635.8"
"2020F","TX","NGTXD"," .33"," .36"," .38"," .42"," .61"," 1.03"," 1.41"," 1.51"," 2.04"," 2.29"," 2.45"," 3.03"," 3.7"," 3.82"," 4.1"," 3.55"," 2.89"," 2.59"," 2.65"," 2.7"," 2.66"," 2.47"," 2.6"," 3"," 2.71"," 2.43"," 2.95"," 3.28"," 2.75"," 2.94"," 4.38"," 4.95"," 3.88"," 5.83"," 6.39"," 8.31"," 7.63"," 7.6"," 9.59"," 5.43"," 5.68"," 5.14"," 4.07"," 5"," 5.78"," 4.12"," 3.89"," 4.57"," 4.55"," 4.04"," 3.64"
"2020F","TX","NGTXV"," 538.5"," 647.1"," 646.2"," 785.3"," 1033.2"," 1311.3"," 1855.7"," 2132.1"," 3108.7"," 3270"," 4110.8"," 5384.8"," 5565.6"," 5652.8"," 6549.7"," 5908.9"," 4420.8"," 4272.4"," 4993.4"," 5504.9"," 5118.9"," 4911"," 5108.3"," 6027"," 5360"," 5071.3"," 6782.1"," 7456.3"," 5810.1"," 5846.5"," 9916.7"," 10696.3"," 8568.3"," 12207"," 12975.8"," 12592.4"," 10949.4"," 11493.3"," 14614.8"," 7561.3"," 9476.7"," 8558.9"," 6730.5"," 8416.6"," 10405.3"," 7387.8"," 6861.3"," 8104.7"," 9296.3"," 7974.5"," 6967"
"2020F","TX","NUEGD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .37"," .42"," .56"," .49"," .52"," .69"," .6"," .56"," .56"," .54"," .52"," .5"," .45"," .41"," .35"," .37"," .36"," .38"," .38"," .46"," .48"," .55"," .64"," .67"," .73"," .77"," .72"," .72"," .71"," .71"," .68"," .65"," .62"
"2020F","TX","NUEGV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14.9"," 44"," 94"," 100.8"," 133.3"," 90.2"," 180.3"," 211.4"," 211.9"," 213.1"," 212.6"," 191.4"," 175.4"," 163.3"," 131.1"," 128.7"," 152"," 152.6"," 162.7"," 199.7"," 202.4"," 240.6"," 274.5"," 278.5"," 292.6"," 307"," 297.7"," 295.8"," 312.4"," 288.4"," 292.2"," 279.8"," 268.6"
"2020F","TX","NUETD"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," .37"," .42"," .56"," .49"," .52"," .69"," .6"," .56"," .56"," .54"," .52"," .5"," .45"," .41"," .35"," .37"," .36"," .38"," .38"," .46"," .48"," .55"," .64"," .67"," .73"," .77"," .72"," .72"," .71"," .71"," .68"," .65"," .62"
"2020F","TX","NUETV"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 14.9"," 44"," 94"," 100.8"," 133.3"," 90.2"," 180.3"," 211.4"," 211.9"," 213.1"," 212.6"," 191.4"," 175.4"," 163.3"," 131.1"," 128.7"," 152"," 152.6"," 162.7"," 199.7"," 202.4"," 240.6"," 274.5"," 278.5"," 292.6"," 307"," 297.7"," 295.8"," 312.4"," 288.4"," 292.2"," 279.8"," 268.6"
"2020F","TX","OHICD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 17.01"," 21.05"," 15.66"," 14.54"," 14.24"," 8.53"," 8.17"," 10.17"," 11.67"," 8.48"," 7.13"
"2020F","TX","OHICV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 22090.9"," 25759.5"," 19997.7"," 20358.1"," 19905.4"," 13111.9"," 12645.3"," 16625.7"," 22778.5"," 17811.4"," 14766.8"
"2020F","TX","OPICD"," .88"," .94"," .94"," 1.1"," 2.35"," 2.78"," 3.05"," 3.36"," 3.51"," 4.82"," 7.31"," 9.22"," 8.26"," 7.62"," 7.51"," 7.24"," 4.01"," 4.9"," 4.04"," 4.89"," 6"," 5.2"," 4.99"," 4.46"," 4.23"," 4.67"," 5.54"," 5.1"," 3.37"," 4.71"," 7.39"," 6.04"," 6.24"," 7.32"," 9.34"," 12.65"," 15.37"," 17.09"," 23.58"," 14.8"," 19.1"," 25.4"," 25.22"," 24.9"," 23.09"," 12.34"," 10.42"," 13.03"," 16.43"," 15.22"," 10.31"
"2020F","TX","OPICV"," 325.6"," 377.8"," 434.6"," 553.3"," 1210.5"," 1307.9"," 1954.2"," 2720.7"," 3155.3"," 4877.8"," 7541.4"," 8220.9"," 5450.8"," 4798.8"," 4463.6"," 4293.5"," 2801.5"," 3256.7"," 2818.5"," 3357"," 4816.6"," 4309.6"," 4240.5"," 3799.6"," 3726.7"," 3895.1"," 4711.7"," 5000.9"," 3367.6"," 4334.8"," 6782.9"," 4720.5"," 5099.8"," 6107.7"," 8706.8"," 10850.2"," 12955.5"," 10827.3"," 11321.1"," 7152.5"," 9695.8"," 12884"," 12010"," 13186.6"," 10780.5"," 5631"," 4684.8"," 6317"," 8100.2"," 6711.1"," 4117.9"
"2020F","TX","OPISB"," 369499"," 403754"," 461113"," 502051"," 514595"," 470125"," 641352"," 808571"," 898615"," 1011716"," 1031372"," 891973"," 659792"," 630068"," 594222"," 592841"," 698008"," 664639"," 697834"," 686136"," 802259"," 829462"," 849297"," 852027"," 880254"," 834392"," 850425"," 981072"," 999037"," 921041"," 918292"," 781300"," 817523"," 834126"," 932631"," 857790"," 842658"," 633631"," 480161"," 483242"," 507514"," 507325"," 476165"," 529670"," 466841"," 456168"," 449774"," 484712"," 492904"," 441024"," 399259"
"2020F","TX","OPSCB"," 369499"," 403754"," 461113"," 502051"," 514595"," 470125"," 641352"," 808571"," 898615"," 1011716"," 1031372"," 891973"," 659792"," 630068"," 594222"," 592841"," 698008"," 664639"," 697834"," 686136"," 802259"," 829462"," 849297"," 852027"," 880254"," 834392"," 850425"," 981072"," 999037"," 921041"," 918292"," 781300"," 817523"," 834126"," 932631"," 857790"," 842658"," 633631"," 480161"," 483242"," 507514"," 507325"," 476165"," 529670"," 466841"," 456168"," 449774"," 484712"," 492904"," 441024"," 399259"
"2020F","TX","OPTCD"," .88"," .94"," .94"," 1.1"," 2.35"," 2.78"," 3.05"," 3.36"," 3.51"," 4.82"," 7.31"," 9.22"," 8.26"," 7.62"," 7.51"," 7.24"," 4.01"," 4.9"," 4.04"," 4.89"," 6"," 5.2"," 4.99"," 4.46"," 4.23"," 4.67"," 5.54"," 5.1"," 3.37"," 4.71"," 7.39"," 6.04"," 6.24"," 7.32"," 9.34"," 12.65"," 15.37"," 17.09"," 23.58"," 14.8"," 19.1"," 25.4"," 25.22"," 24.9"," 23.09"," 12.34"," 10.42"," 13.03"," 16.43"," 15.22"," 10.31"
"2020F","TX","OPTCV"," 325.6"," 377.8"," 434.6"," 553.3"," 1210.5"," 1307.9"," 1954.2"," 2720.7"," 3155.3"," 4877.8"," 7541.4"," 8220.9"," 5450.8"," 4798.8"," 4463.6"," 4293.5"," 2801.5"," 3256.7"," 2818.5"," 3357"," 4816.6"," 4309.6"," 4240.5"," 3799.6"," 3726.7"," 3895.1"," 4711.7"," 5000.9"," 3367.6"," 4334.8"," 6782.9"," 4720.5"," 5099.8"," 6107.7"," 8706.8"," 10850.2"," 12955.5"," 10827.3"," 11321.1"," 7152.5"," 9695.8"," 12884"," 12010"," 13186.6"," 10780.5"," 5631"," 4684.8"," 6317"," 8100.2"," 6711.1"," 4117.9"
"2020F","TX","OPTXD"," .88"," .94"," .94"," 1.1"," 2.35"," 2.78"," 3.05"," 3.36"," 3.51"," 4.82"," 7.31"," 9.22"," 8.26"," 7.62"," 7.51"," 7.24"," 4.01"," 4.9"," 4.04"," 4.89"," 6"," 5.2"," 4.99"," 4.46"," 4.23"," 4.67"," 5.54"," 5.1"," 3.37"," 4.71"," 7.39"," 6.04"," 6.24"," 7.32"," 9.34"," 12.65"," 15.37"," 17.09"," 23.58"," 14.8"," 19.1"," 25.4"," 25.22"," 24.9"," 23.09"," 12.34"," 10.42"," 13.03"," 16.43"," 15.22"," 10.31"
"2020F","TX","OPTXV"," 325.6"," 377.8"," 434.6"," 553.3"," 1210.5"," 1307.9"," 1954.2"," 2720.7"," 3155.3"," 4877.8"," 7541.4"," 8220.9"," 5450.8"," 4798.8"," 4463.6"," 4293.5"," 2801.5"," 3256.7"," 2818.5"," 3357"," 4816.6"," 4309.6"," 4240.5"," 3799.6"," 3726.7"," 3895.1"," 4711.7"," 5000.9"," 3367.6"," 4334.8"," 6782.9"," 4720.5"," 5099.8"," 6107.7"," 8706.8"," 10850.2"," 12955.5"," 10827.3"," 11321.1"," 7152.5"," 9695.8"," 12884"," 12010"," 13186.6"," 10780.5"," 5631"," 4684.8"," 6317"," 8100.2"," 6711.1"," 4117.9"
"2020F","TX","P1ICD"," .97"," 1.03"," 1.04"," 1.17"," 2.35"," 2.76"," 3.03"," 3.35"," 3.5"," 4.76"," 7.15"," 8.99"," 8.01"," 7.42"," 7.38"," 7.09"," 4.36"," 5"," 4.24"," 5.05"," 5.86"," 5.28"," 4.97"," 4.64"," 4.47"," 4.88"," 5.65"," 5.22"," 3.71"," 4.99"," 7.43"," 6.1"," 6.29"," 7.24"," 9.03"," 11.87"," 14.28"," 15.79"," 21.72"," 15.66"," 20.19"," 26.48"," 25.59"," 25.48"," 24.6"," 15.55"," 13.33"," 15.34"," 18.75"," 17.89"," 13.7"
"2020F","TX","P1ICV"," 489.4"," 545.2"," 619.1"," 747"," 1521.7"," 1583.6"," 2224.1"," 3030.9"," 3535.3"," 5492.2"," 8604.7"," 9083.5"," 6383.8"," 5564.4"," 5163.6"," 5007"," 3577"," 3923.9"," 3517.1"," 3959.2"," 5575.6"," 4984.6"," 4900.1"," 4528.2"," 4402.1"," 4600.6"," 5421.7"," 5744.2"," 4124.3"," 5079.7"," 7519.2"," 5567.5"," 5999.6"," 7066.8"," 9743.1"," 12179.4"," 14445"," 12407.8"," 12820.2"," 8430"," 11659.5"," 15024"," 14380.9"," 15678"," 13455.2"," 8480"," 7227.3"," 8625.6"," 10533.7"," 9989.9"," 6873.9"
"2020F","TX","P1ISB"," 503941"," 530119"," 596430"," 637840"," 647462"," 574544"," 733320"," 904432"," 1009178"," 1152738"," 1203518"," 1010171"," 797138"," 750331"," 700002"," 705844"," 820263"," 784574"," 828895"," 784705"," 950984"," 943419"," 985889"," 976001"," 984537"," 943476"," 960205"," 1101209"," 1111685"," 1017562"," 1011614"," 912580"," 953981"," 976240"," 1079278"," 1025738"," 1011662"," 785888"," 590276"," 538408"," 577457"," 567377"," 562044"," 615401"," 546995"," 545171"," 542280"," 562320"," 561927"," 558510"," 501773"
"2020F","TX","P1SCB"," 544534"," 567395"," 635102"," 686623"," 691175"," 615698"," 767876"," 944457"," 1052305"," 1229887"," 1241035"," 1067095"," 821204"," 832208"," 722415"," 725088"," 839601"," 802829"," 845806"," 802942"," 967360"," 957601"," 1001174"," 1008115"," 1014355"," 973246"," 990054"," 1131486"," 1142281"," 1049002"," 1044302"," 939170"," 985501"," 996854"," 1107257"," 1054432"," 1041280"," 810751"," 612718"," 563514"," 602328"," 593336"," 581100"," 636236"," 567626"," 566776"," 563136"," 582004"," 581224"," 577517"," 518115"
"2020F","TX","P1TCD"," 1.06"," 1.12"," 1.12"," 1.24"," 2.43"," 2.82"," 3.09"," 3.39"," 3.55"," 4.82"," 7.22"," 9.05"," 8.14"," 7.5"," 7.56"," 7.28"," 4.57"," 5.19"," 4.45"," 5.26"," 6.06"," 5.49"," 5.17"," 4.78"," 4.62"," 5.02"," 5.76"," 5.35"," 3.87"," 5.15"," 7.51"," 6.27"," 6.42"," 7.42"," 9.13"," 11.95"," 14.37"," 16"," 21.93"," 15.92"," 21.1"," 27.42"," 26.79"," 26.58"," 26.08"," 17.38"," 15.1"," 16.92"," 20.36"," 19.58"," 15.44"
"2020F","TX","P1TCV"," 577.2"," 633.5"," 711.8"," 852.9"," 1678.4"," 1739.1"," 2376.4"," 3206"," 3738.3"," 5932.4"," 8964.8"," 9655"," 6682"," 6244.8"," 5460.2"," 5278.2"," 3833.6"," 4170"," 3761.6"," 4222.6"," 5861.3"," 5254.5"," 5179.8"," 4819.7"," 4691.3"," 4886.7"," 5700.2"," 6049.9"," 4418.7"," 5406.9"," 7843.5"," 5888.9"," 6331.8"," 7397"," 10105.9"," 12602"," 14959.4"," 12971.6"," 13438.1"," 8968.4"," 12706.9"," 16267.4"," 15565.5"," 16912.4"," 14801.5"," 9849"," 8504.8"," 9847.2"," 11831.2"," 11308.5"," 7998.9"
