"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"2020F","TX","TETXD"," 1.28"," 1.33"," 1.4"," 1.48"," 2.29"," 2.83"," 3.17"," 3.51"," 3.71"," 4.77"," 6.15"," 7.26"," 7.66"," 7.59"," 7.54"," 7.12"," 5.74"," 5.77"," 5.58"," 5.65"," 6.51"," 6.35"," 6.27"," 6.44"," 6.57"," 6.42"," 7.06"," 6.9"," 6.08"," 6.71"," 8.74"," 8.86"," 7.96"," 9.76"," 11.41"," 14.72"," 16.78"," 17.79"," 21.71"," 15.75"," 17.39"," 20.49"," 19.16"," 18.99"," 18.84"," 13.69"," 12.53"," 14.07"," 15.29"," 14.08"," 11.93"
"2020F","TX","TETXV"," 5458.4"," 5997.2"," 6624.6"," 7691.9"," 11523.8"," 12935.7"," 15455.9"," 18822.7"," 21289.5"," 28917.9"," 37956"," 45957.3"," 44625.2"," 43969.7"," 46139.2"," 44260.2"," 35534.6"," 36436.3"," 37731"," 39563"," 45461.1"," 45157.8"," 45272.6"," 46643.1"," 48825.4"," 48516.7"," 57393.3"," 58740"," 52011"," 55407.7"," 74551.2"," 74136.9"," 68744.5"," 83176.3"," 98235.3"," 118064.4"," 136021.7"," 142017.3"," 161247.2"," 111233"," 136163.1"," 162237.9"," 152501.9"," 158434.5"," 160435.4"," 119289.4"," 110574.3"," 125808.9"," 148697.3"," 137807.1"," 108195.9"
"2020F","TX","TNASB"," 1113240"," 1156466"," 1253419"," 1378640"," 1412770"," 1477471"," 1540317"," 1659799"," 1749333"," 1800552"," 1693995"," 1721088"," 1777245"," 1771597"," 1847888"," 1931890"," 1988215"," 1948263"," 2034271"," 2038604"," 2044728"," 2018022"," 2064590"," 2051300"," 2096890"," 2079868"," 2260486"," 2317892"," 2454919"," 2436577"," 2498856"," 2602898"," 2676238"," 2611219"," 2639854"," 2637719"," 2763618"," 2787979"," 2684273"," 2569992"," 2581263"," 2599290"," 2554351"," 2652320"," 2832387"," 2904665"," 2998560"," 3028558"," 3105949"," 3161420"," 2644172"
"2020F","TX","TNCSB"," 273720"," 274514"," 290526"," 321266"," 298187"," 289258"," 311782"," 354742"," 379433"," 483300"," 399113"," 410770"," 420815"," 481479"," 433588"," 423728"," 406976"," 430376"," 450914"," 460580"," 454344"," 462761"," 466425"," 455580"," 472741"," 513520"," 489815"," 532933"," 515199"," 525461"," 583479"," 562196"," 593555"," 588511"," 559230"," 571230"," 556119"," 563218"," 585192"," 605289"," 636186"," 663806"," 654014"," 674392"," 696679"," 699471"," 696124"," 685940"," 757137"," 737417"," 726011"
"2020F","TX","TNISB"," 2466937"," 2655771"," 2727720"," 3051279"," 2894111"," 2381664"," 2597237"," 2868042"," 3104145"," 3254805"," 3622088"," 3757377"," 3163339"," 3085142"," 3334038"," 3355183"," 3317994"," 3423313"," 3762972"," 3951839"," 3951202"," 4093804"," 4162940"," 4175891"," 4313155"," 4410544"," 4790866"," 5063234"," 4982158"," 4709411"," 4809526"," 4545466"," 4695543"," 4661934"," 4772998"," 4153076"," 4151561"," 3966042"," 3489189"," 3219863"," 3885008"," 3928298"," 4088348"," 4303575"," 4241198"," 4376113"," 4430405"," 4550410"," 5076983"," 5103157"," 4940178"
"2020F","TX","TNRSB"," 406485"," 421334"," 444693"," 446908"," 425653"," 423014"," 428613"," 481460"," 504904"," 526630"," 454226"," 440125"," 464162"," 455076"," 502168"," 501913"," 482489"," 510157"," 516545"," 546405"," 531313"," 541341"," 526639"," 556172"," 547030"," 548936"," 591572"," 603636"," 605943"," 588641"," 640529"," 661083"," 674112"," 664699"," 639660"," 659995"," 633022"," 663750"," 667385"," 665220"," 727559"," 725919"," 662522"," 713798"," 747269"," 736012"," 699066"," 677567"," 787735"," 787252"," 759586"
"2020F","TX","TNSCB"," 4260383"," 4508084"," 4716359"," 5198093"," 5030721"," 4571407"," 4877950"," 5364044"," 5737815"," 6065287"," 6169421"," 6329359"," 5825561"," 5793294"," 6117682"," 6212715"," 6195674"," 6312109"," 6764702"," 6997428"," 6981587"," 7115927"," 7220594"," 7238943"," 7429816"," 7552868"," 8132739"," 8517695"," 8558219"," 8260090"," 8532390"," 8371642"," 8639448"," 8526364"," 8611743"," 8022020"," 8104321"," 7980989"," 7426038"," 7060364"," 7830016"," 7917314"," 7959236"," 8344085"," 8517533"," 8716261"," 8824155"," 8942475"," 9727804"," 9789246"," 9069947"
"2020F","TX","TPOPP"," 11236"," 11510"," 11759"," 12020"," 12269"," 12569"," 12904"," 13193"," 13500"," 13888"," 14338"," 14746"," 15331"," 15752"," 16007"," 16273"," 16561"," 16622"," 16667"," 16807"," 17057"," 17398"," 17760"," 18162"," 18564"," 18959"," 19340"," 19740"," 20158"," 20558"," 20944"," 21320"," 21690"," 22031"," 22394"," 22778"," 23360"," 23832"," 24309"," 24802"," 25242"," 25646"," 26084"," 26480"," 26963"," 27469"," 27914"," 28291"," 28625"," 28987"," 29218"
"2020F","TX","WDRCD"," .71"," .74"," .75"," .86"," 1.33"," 1.39"," 1.49"," 1.69"," 1.79"," 2.57"," 3.57"," 4.39"," 4.26"," 4.13"," 4.2"," 4.04"," 3.24"," 3.08"," 3.12"," 3.44"," 3.53"," 3.38"," 3.09"," 3.02"," 2.93"," 2.87"," 3.29"," 3.28"," 2.84"," 2.91"," 4.37"," 4.17"," 3.78"," 4.54"," 5.16"," 6.83"," 7.87"," 8.7"," 10.72"," 8.05"," 9.5"," 11.42"," 12.71"," 12.45"," 12.14"," 8.37"," 7.15"," 8"," 8.85"," 8.51"," 7.04"
"2020F","TX","WDRCV"," 1.7"," 1.8"," 1.8"," 2.1"," 3.5"," 4.1"," 4.7"," 5.8"," 6"," 9.1"," 17.8"," 22.9"," 42.6"," 23.9"," 41.3"," 40.9"," 29.9"," 35.7"," 38.5"," 43"," 30.5"," 30.7"," 29.4"," 17.1"," 15.8"," 15.5"," 18.4"," 13.9"," 10.7"," 11.3"," 18.2"," 19.2"," 17.7"," 22.3"," 26"," 48.9"," 50"," 61"," 84.1"," 38.4"," 48.6"," 56.7"," 52.8"," 67.4"," 66.5"," 9.3"," 5.8"," 5"," 9"," 9"," 5.4"
"2020F","TX","WDRSB"," 2474"," 2441"," 2434"," 2421"," 2613"," 2911"," 3175"," 3433"," 3367"," 3539"," 4976"," 5212"," 10008"," 5788"," 9847"," 10144"," 9240"," 11589"," 12368"," 12503"," 8656"," 9075"," 9521"," 5669"," 5381"," 5381"," 5588"," 4247"," 3774"," 3873"," 4171"," 4597"," 4666"," 4912"," 5034"," 7157"," 6347"," 7015"," 7851"," 4775"," 5121"," 4967"," 4150"," 5416"," 5481"," 1109"," 808"," 630"," 1020"," 1052"," 761"
"2020F","TX","WDRXB"," 3959"," 3906"," 3895"," 3874"," 4181"," 4657"," 5081"," 5493"," 5388"," 5663"," 7961"," 8340"," 16012"," 9262"," 15756"," 16231"," 14784"," 18542"," 19789"," 20006"," 13483"," 14135"," 14830"," 8830"," 8382"," 8382"," 8704"," 6615"," 5878"," 6033"," 6497"," 7160"," 7267"," 7650"," 7841"," 11147"," 9886"," 10927"," 12228"," 7437"," 7976"," 7736"," 6464"," 8435"," 8537"," 1727"," 1259"," 981"," 1588"," 1638"," 1185"
"2020F","TX","WWCCD"," .71"," .74"," .75"," .86"," 1.33"," 1.39"," 1.49"," 1.69"," 1.79"," 2.57"," 3.57"," 4.39"," 4.26"," 4.13"," 4.2"," 4.04"," 3.24"," 3.08"," 3.12"," 3.42"," 3.5"," 3.36"," 3.07"," 2.97"," 2.87"," 2.83"," 3.19"," 3.2"," 2.73"," 2.73"," 4.12"," 3.98"," 3.49"," 3.69"," 4.25"," 5.9"," 6.34"," 6.96"," 8.56"," 5.63"," 6.21"," 7.68"," 7.77"," 7.22"," 7.25"," 3.01"," 2.22"," 2"," 2.87"," 5.12"," 7.04"
"2020F","TX","WWCCV"," 0"," 0"," 0"," 0"," .1"," .1"," .1"," .1"," .1"," .2"," .4"," .6"," 1"," .5"," .9"," 1"," .9"," 1.2"," 1.4"," 3.5"," 3.3"," 3.3"," 3.2"," 2.3"," 2.2"," 2.1"," 2.6"," 2.4"," 1.8"," 1.9"," 3.1"," 3.5"," 3.3"," 4.8"," 4.9"," 8.5"," 9"," 10.7"," 13.7"," 6"," 7.1"," 8"," 7.8"," 8.9"," 9.2"," 2.2"," 1.4"," 1.2"," 1.6"," 1.4"," 1"
"2020F","TX","WWCSB"," 47"," 46"," 46"," 46"," 49"," 55"," 60"," 65"," 64"," 67"," 123"," 125"," 227"," 131"," 221"," 241"," 271"," 394"," 435"," 1022"," 956"," 997"," 1052"," 780"," 754"," 753"," 802"," 735"," 657"," 708"," 751"," 869"," 948"," 1298"," 1154"," 1436"," 1413"," 1535"," 1598"," 1058"," 1137"," 1039"," 1002"," 1228"," 1266"," 716"," 628"," 600"," 568"," 280"," 136"
"2020F","TX","WWCXB"," 74"," 74"," 74"," 73"," 79"," 88"," 96"," 104"," 103"," 107"," 198"," 201"," 363"," 210"," 354"," 386"," 434"," 631"," 696"," 1656"," 1509"," 1574"," 1658"," 1257"," 1214"," 1176"," 1267"," 1165"," 1044"," 1086"," 1167"," 1297"," 1318"," 1482"," 1389"," 1887"," 1766"," 1864"," 1942"," 1140"," 1107"," 1065"," 874"," 1013"," 1056"," 253"," 223"," 180"," 238"," 236"," 212"
"2020F","TX","WWEID"," .65"," .69"," .72"," .77"," .84"," .92"," .98"," 1.04"," 1.12"," 1.56"," 1.74"," 1.24"," 1.28"," 1.12"," 1.28"," .79"," .32"," .95"," 0"," .35"," .35"," .35"," .35"," .35"," .35"," .7"," .59"," .5"," .61"," .67"," .67"," 1.36"," 1.64"," 1.58"," 1.46"," 2.28"," 2.32"," 2.42"," 2.66"," 2.2"," 2.4"," 2.44"," 2.21"," 2.26"," 2.73"," 2.62"," 2.54"," 2.4"," 2.22"," 2.33"," 1.8"
"2020F","TX","WWEIV"," .7"," .7"," .8"," .8"," .8"," .9"," 1"," 1"," 1.1"," 1.4"," 1.4"," 1"," .8"," .9"," 1.5"," 2.5"," 1"," 2.3"," 0"," .7"," 1.2"," 1.1"," 1.2"," 1.2"," 1.2"," .3"," .3"," .4"," .4"," .5"," .6"," 1.2"," 3.6"," 5.4"," 4.2"," 6.2"," 6.3"," 10.2"," 12.9"," 9.7"," 12.3"," 15.4"," 18.9"," 18.4"," 28.7"," 28.4"," 22.7"," 18"," 17.3"," 14.9"," 9.4"
"2020F","TX","WWICD"," 1.74"," 1.74"," 1.74"," 1.74"," 1.74"," 1.74"," 1.74"," 1.74"," 1.74"," 1.74"," 1.68"," 1.68"," 1.68"," 1.68"," 1.68"," 1.68"," 1.47"," 1.47"," 1.47"," 1.16"," .96"," 1.11"," 1.11"," 1.09"," 1.12"," 1.19"," .95"," .95"," 1.24"," 1.37"," 1.42"," 1.94"," 2.08"," 1.63"," 1.8"," 2.75"," 2.66"," 2.54"," 2.89"," 2.66"," 2.64"," 2.61"," 2.43"," 2.39"," 2.88"," 2.72"," 2.47"," 2.42"," 2.15"," 2.35"," 1.79"
"2020F","TX","WWICV"," 14.7"," 14.4"," 16.9"," 17.4"," 17"," 15.5"," 18.3"," 19.9"," 21.9"," 22.1"," 12.5"," 13.2"," 12.8"," 14.4"," 14.7"," 14.7"," 19.6"," 19.6"," 20.3"," 59.1"," 37.9"," 44.5"," 50.7"," 54.5"," 56.5"," 78.9"," 65.1"," 71.9"," 84.3"," 72.2"," 77.6"," 85"," 117.3"," 84.5"," 72"," 129"," 125.8"," 127.6"," 182.3"," 80.8"," 140.4"," 154.7"," 144.2"," 147"," 167.4"," 154.7"," 145.2"," 141.5"," 140.5"," 143.7"," 113.2"
"2020F","TX","WWISB"," 8441"," 8281"," 9729"," 10018"," 9784"," 8922"," 10487"," 11397"," 12546"," 12672"," 7467"," 7881"," 7625"," 8612"," 8786"," 8749"," 13332"," 13276"," 13811"," 50945"," 39632"," 40088"," 45740"," 49736"," 50584"," 66530"," 68189"," 75901"," 68150"," 52581"," 54724"," 43749"," 56269"," 51785"," 40084"," 46975"," 47293"," 50175"," 63100"," 30392"," 53251"," 59180"," 59408"," 61616"," 58182"," 56867"," 58845"," 58384"," 65268"," 61126"," 63182"
"2020F","TX","WWIXB"," 36193"," 35510"," 41716"," 42958"," 41954"," 38258"," 44966"," 48871"," 53795"," 54339"," 34104"," 35995"," 34822"," 39332"," 40126"," 39957"," 48421"," 47492"," 49019"," 21702"," 28481"," 27259"," 29720"," 28390"," 27728"," 16859"," 13720"," 13240"," 13433"," 13140"," 13261"," 12122"," 8705"," 8342"," 16427"," 8829"," 8268"," 8751"," 8434"," 14947"," 11737"," 10707"," 9332"," 9420"," 9822"," 9880"," 10177"," 12202"," 10237"," 10169"," 9227"
"2020F","TX","WWSCB"," 11981"," 11762"," 13260"," 13534"," 13442"," 12817"," 14741"," 15897"," 16967"," 17164"," 13385"," 14005"," 18493"," 15320"," 20007"," 22264"," 26056"," 27690"," 26614"," 66447"," 52500"," 53395"," 59573"," 59560"," 60180"," 73059"," 75152"," 81585"," 73300"," 57877"," 60561"," 50103"," 64058"," 61440"," 49177"," 58300"," 57778"," 62946"," 77406"," 40633"," 64617"," 71502"," 73092"," 76400"," 75425"," 69537"," 69216"," 67134"," 74640"," 68862"," 69260"
"2020F","TX","WWTCD"," 1.43"," 1.44"," 1.47"," 1.51"," 1.59"," 1.6"," 1.63"," 1.69"," 1.71"," 1.91"," 2.4"," 2.69"," 3.09"," 2.59"," 2.92"," 2.65"," 1.97"," 2.12"," 2.26"," 1.6"," 1.39"," 1.49"," 1.42"," 1.26"," 1.26"," 1.32"," 1.15"," 1.09"," 1.33"," 1.48"," 1.64"," 2.17"," 2.21"," 1.9"," 2.18"," 3.3"," 3.31"," 3.33"," 3.79"," 3.32"," 3.22"," 3.28"," 3.06"," 3.16"," 3.6"," 2.8"," 2.53"," 2.47"," 2.26"," 2.45"," 1.86"
"2020F","TX","WWTCV"," 17.1"," 17"," 19.6"," 20.4"," 21.4"," 20.5"," 24.1"," 26.8"," 29.1"," 32.7"," 32.1"," 37.6"," 57.2"," 39.7"," 58.5"," 59"," 51.4"," 58.8"," 60.2"," 106.3"," 73"," 79.7"," 84.5"," 75.1"," 75.6"," 96.8"," 86.4"," 88.6"," 97.2"," 85.8"," 99.5"," 108.8"," 141.8"," 117"," 107.1"," 192.6"," 191.1"," 209.5"," 293.1"," 134.9"," 208.3"," 234.8"," 223.6"," 241.7"," 271.8"," 194.6"," 175"," 165.7"," 168.4"," 169"," 128.9"
"2020F","TX","WWTXD"," 1.5"," 1.51"," 1.54"," 1.57"," 1.65"," 1.66"," 1.68"," 1.73"," 1.75"," 1.92"," 2.44"," 2.77"," 3.16"," 2.67"," 3.02"," 2.96"," 2.21"," 2.24"," 2.26"," 1.64"," 1.46"," 1.57"," 1.48"," 1.31"," 1.31"," 1.33"," 1.15"," 1.09"," 1.33"," 1.49"," 1.66"," 2.19"," 2.23"," 1.92"," 2.22"," 3.35"," 3.36"," 3.39"," 3.86"," 3.46"," 3.29"," 3.36"," 3.17"," 3.27"," 3.74"," 2.83"," 2.53"," 2.48"," 2.26"," 2.47"," 1.87"
"2020F","TX","WWTXV"," 16.5"," 16.3"," 18.8"," 19.6"," 20.6"," 19.7"," 23.1"," 25.8"," 28"," 31.3"," 30.7"," 36.6"," 56.4"," 38.9"," 57"," 56.6"," 50.4"," 56.5"," 60.2"," 105.6"," 71.8"," 78.6"," 83.4"," 73.9"," 74.4"," 96.5"," 86"," 88.2"," 96.8"," 85.4"," 98.9"," 107.6"," 138.3"," 111.6"," 102.9"," 186.4"," 184.8"," 199.3"," 280.1"," 125.2"," 196.1"," 219.3"," 204.8"," 223.3"," 243.1"," 166.1"," 152.3"," 147.7"," 151.1"," 154.1"," 119.5"
"2020F","TX","WXICD"," 4.14"," 3.97"," 4.23"," 4.63"," 4.63"," 4.95"," 5.51"," 6.26"," 7.75"," 9.43"," 12.01"," 13.85"," 15.76"," 14.29"," 13.48"," 13.38"," 14.7"," 13.85"," 11.89"," 18.19"," 14.74"," 16.33"," 24.75"," 19.1"," 24.75"," 23.89"," 22.95"," 24.62"," 20.11"," 20.54"," 21.33"," 19.26"," 16.53"," 15.76"," 17.35"," 18.25"," 23.88"," 26.71"," 33.64"," 24.35"," 33.44"," 35.56"," 34.62"," 33.37"," 33.91"," 32.88"," 32.66"," 32.69"," 32.94"," 29.79"," 26.87"
"2020F","TX","WXICV"," 1.8"," 3.6"," 4"," 5.6"," 5.4"," 5.2"," 6"," 5.7"," 7.2"," 8.6"," 10.7"," 35.9"," 31.9"," 31.5"," 29.4"," 29.8"," 32"," 32.2"," 28.7"," 43.3"," 34.9"," 31.4"," 50.5"," 41.8"," 55"," 53.1"," 64"," 61.7"," 48.8"," 44.1"," 40.4"," 42.4"," 32.2"," 29.7"," 32.3"," 34.7"," 41.1"," 38.5"," 42.4"," 19.6"," 37.6"," 35.3"," 34.8"," 36.7"," 33.5"," 27.1"," 28"," 23.1"," 28.4"," 21.6"," 17.2"
"2020F","TX","ZWCDP"," 2406"," 2536"," 2595"," 2396"," 2441"," 2331"," 2118"," 2816"," 2743"," 2308"," 2796"," 2583"," 2630"," 2372"," 2626"," 2722"," 2704"," 2438"," 2556"," 2482"," 2711"," 2598"," 2379"," 2479"," 2600"," 2568"," 2735"," 2518"," 3192"," 2832"," 3002"," 2725"," 2689"," 2688"," 2669"," 2828"," 2998"," 2593"," 2712"," 2833"," 2877"," 3367"," 3096"," 2745"," 2682"," 2904"," 3059"," 2943"," 3015"," 2931"," 2961"
"2020F","TX","ZWHDP"," 2198"," 1743"," 2079"," 2105"," 1919"," 1976"," 2257"," 2104"," 2526"," 2448"," 2131"," 1917"," 2003"," 2399"," 1924"," 2219"," 1822"," 2065"," 2043"," 2161"," 1706"," 1938"," 1878"," 2142"," 1795"," 1811"," 1918"," 2151"," 1733"," 1511"," 1812"," 1908"," 2009"," 1897"," 1777"," 1711"," 1525"," 1857"," 1798"," 1851"," 2151"," 1832"," 1416"," 2017"," 2093"," 1863"," 1506"," 1342"," 1986"," 1884"," 1554"
